ASSESSID,commonname,stocklong,scientificname,Years,TB,SSB,TN,R,TC,TL,F,ER,REGION,EW
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,1983,97930,,,,25261,,0.24,0.257949556,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,1984,91040,,,,21990,,0.23,0.241542179,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,1985,73360,,,,27918,,0.4,0.380561614,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,1986,53540,,,,31530,,0.65,0.588905491,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,1987,37230,,,,7501,,0.17,0.201477303,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,1988,42480,,,,6006,,0.13,0.141384181,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,1989,56280,,,,11478,,0.19,0.203944563,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,1990,65500,,,,12132,,0.16,0.185221374,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,1991,70160,,,,15453,,0.2,0.220253706,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,1992,76960,,,,18641,,0.22,0.242216736,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,1993,83860,,,,13274,,0.12,0.158287622,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,1994,100200,,,,15839,,0.13,0.158073852,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,1995,121900,,,,26043,,0.18,0.21364233,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,1996,136400,,,,26883,,0.17,0.197089443,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,1997,125700,,,,29729,,0.2,0.236507558,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,1998,105900,,,,30672,,0.24,0.289631728,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,1999,91510,,,,24661,,0.21,0.269489673,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,2000,93840,,,,29062,,0.28,0.309697357,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,2001,96160,,,,28086,,0.26,0.292075707,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,2002,95480,,,,23363,,0.22,0.244689987,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,2003,103900,,,,24330,,0.21,0.234167469,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,2004,132700,,,,31130,,0.21,0.234589299,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,2005,260500,,,,41966,,0.14,0.161097889,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,2006,224800,,,,41551,,0.17,0.184835409,Mediterannean,
ANCHAS,Anchovy,Adriatic Sea Anchovy,Enrgaulis encrasicolus,2007,149200,,,,43752,,0.27,0.293243968,Mediterannean,
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1907,4862000,1582000,,,207600,,0.15,0.042698478,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1908,6236000,2054000,,,233400,,,0.037427838,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1909,6405000,2745000,,,288500,,,0.045042935,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1910,6229000,3937000,,,250000,,0.04,0.040134853,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1911,5913000,4640000,,,253500,,0.02,0.042871639,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1912,5686000,4612000,,,245200,,0.04,0.043123461,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1913,5364000,4230000,,,290700,,0.06,0.054194631,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1914,5311000,3776000,,,356000,,0.06,0.067030691,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1915,5131000,3355000,,,306100,,0.07,0.059656987,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1916,4833000,3140000,,,296900,,0.1,0.061431823,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1917,5161000,3061000,,,276200,,0.11,0.05351676,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1918,5554000,3107000,,,433500,,0.12,0.078051855,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1919,6114000,3111000,,,498100,,0.1,0.08146876,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1920,6418000,2219000,,,316500,,0.05,0.049314428,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1921,7749000,2453000,,,258500,,0.05,0.033359143,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1922,9364000,3125000,,,349900,,0.04,0.03736651,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1923,11032000,4225000,,,330500,,0.04,0.029958303,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1924,13433000,5644000,,,295000,,0.04,0.021960843,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1925,15340000,6923000,,,355500,,0.07,0.023174707,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1926,16479000,7972000,,,403800,,0.08,0.024503914,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1927,19252000,9258000,,,489900,,0.04,0.025446707,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1928,18822000,10782000,,,611900,,0.02,0.032509829,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1929,18916000,12500000,,,624600,,0.03,0.033019666,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1930,18740000,13525000,,,704500,,0.04,0.037593383,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1931,18364000,13749000,,,538200,,0.03,0.02930734,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1932,19431000,13189000,,,652600,,0.03,0.033585508,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1933,17930000,12024000,,,818200,,0.03,0.045633017,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1934,19276000,11275000,,,451700,,0.02,0.023433285,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1935,17505000,10178000,,,649400,,0.06,0.037097972,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1936,17754000,10967000,,,775200,,0.09,0.0436634,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1937,16682000,10807000,,,695900,,0.07,0.041715622,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1938,16333000,9951000,,,783600,,0.09,0.047976489,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1939,18580000,8764000,,,703400,,0.06,0.037857912,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1940,18293000,9132000,,,923100,,0.06,0.050461925,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1941,15438000,8693000,,,594000,,0.04,0.038476487,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1942,21895000,11737000,,,592700,,0.03,0.027070107,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1943,21950000,14015000,,,556600,,0.02,0.025357631,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1944,21757000,15645000,,,587800,,0.02,0.027016592,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1945,22295000,16191000,,,554400,,0.02,0.024866562,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1946,20209000,14379000,,,586200,,0.03,0.029006878,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1947,19919000,13888000,,,710400,,0.02,0.035664441,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1948,19076000,12975000,,,1012600,,0.04,0.053082407,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1949,18437000,13091000,,,783000,,0.03,0.042468948,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1950,19594000,14267000,,,826100,,0.04,0.042160866,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1951,19165000,12817000,,,1277800,,0.06,0.066673624,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1952,20762000,11897000,,,1254800,,0.07,0.060437337,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1953,18475000,10781000,,,1074400,,0.06,0.058154263,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1954,19221000,9640000,,,1644500,,0.11,0.085557463,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1955,16564000,10454000,,,1359800,,0.09,0.082093697,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1956,14537000,12017000,,,1659400,,0.12,0.1141501,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1957,11524000,10376000,,,1318500,,0.1,0.114413398,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1958,10127000,9510000,,,986300,,0.1,0.097393108,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1959,8210000,7506000,,,1111100,,0.12,0.135334957,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1960,7559000,5946000,,,1101800,,0.13,0.145760021,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1961,7620000,4339000,,,830100,,0.07,0.108937008,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1962,6828000,3607000,,,848600,,0.1,0.124282367,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1963,6699000,2733000,,,984500,,0.13,0.146962233,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1964,7069000,3220000,,,1281800,,0.2,0.18132692,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1965,6439000,3670000,,,1547700,,0.41,0.24036341,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1966,4316000,2812000,,,1955000,,0.89,0.452965709,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1967,2869000,1367000,,,1677200,,1.31,0.584593935,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1968,886000,257000,,,712200,,1.7,0.803837472,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1969,125000,86000,,,67800,,0.66,0.5424,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1970,78000,36000,,,62300,,1.07,0.798717949,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1971,106000,10000,,,21100,,1.75,0.199056604,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1972,70000,2000,,,13200,,2.31,0.188571429,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1973,99000,77000,,,7000,,1.27,0.070707071,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1974,153000,88000,,,7600,,0.34,0.049673203,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1975,295000,96000,,,13700,,0.11,0.046440678,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1976,357000,150000,,,10400,,0.02,0.029131653,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1977,426000,291000,,,22700,,0.06,0.053286385,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1978,575000,364000,,,19800,,0.12,0.034434783,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1979,632000,395000,,,12900,,0.02,0.020411392,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1980,744000,480000,,,18600,,0.04,0.025,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1981,790000,515000,,,13700,,0.16,0.017341772,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1982,725000,514000,,,16700,,0.11,0.023034483,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1983,1136000,585000,,,23100,,0.77,0.020334507,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1984,2231000,613000,,,53500,,0.08,0.023980278,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1985,2144000,523000,,,169900,,0.37,0.079244403,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1986,2325000,454000,,,225300,,0.99,0.096903226,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1987,4194000,1031000,,,127300,,0.49,0.030352885,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1988,3430000,2006000,,26078000,135301,,0.049,0.039446356,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1989,4089000,3260000,,71645000,103830,,0.03,0.025392517,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1990,4623000,3840000,,109326000,86411,,0.022,0.018691542,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1991,5263000,3748000,,309141000,84683,,0.024,0.016090253,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1992,6302000,3830000,,368141000,104448,,0.028,0.016573786,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1993,7374000,3775000,,113296000,232457,,0.065,0.031523868,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1994,8427000,3905000,,38788000,479228,,0.133,0.056868162,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1995,9219000,3862000,,19595000,905501,,0.235,0.098221174,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1996,9304000,4339000,,58595000,1220283,,0.201,0.131156814,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1997,9192000,5553000,,33618000,1426507,,0.19,0.155190057,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1998,8049000,6235000,,253704000,1223131,,0.161,0.151960616,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,1999,9164000,6353000,,170765000,1235433,,0.198,0.134813728,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,2000,8517000,5396000,,57601000,1207201,,0.231,0.141740167,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,2001,7129000,4386000,,34675000,766136,,0.196,0.107467527,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,2002,7593000,3847000,,375973000,807795,,0.215,0.106386804,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,2003,9121000,4746000,,165960000,789510,,0.132,0.086559588,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,2004,11042000,5905000,,289718000,794066,,0.118,0.07191324,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,2005,11574000,5966000,,62009000,1003243,,0.159,0.08668075,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,2006,12475000,6204000,,70164000,968958,,0.165,0.077671984,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,2007,11867000,6957000,,24334000,1266993,,0.143,0.106766074,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,2008,11679000,7532000,,16972000,1545656,,0.18,0.132344893,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,2009,10823000,8528000,,47926000,1687373,,0.177,0.155906218,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,2010,9191000,7919000,,7966000,1457014,,0.185,0.158526167,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,2011,7524000,6729000,,19336000,992998,,0.142,0.131977406,N Atlantic,E
HERRNOSS,Herring,Norwegian Spring Spawn Herring,Clupea pallassi,2012,6539000,5832000,,5649000,825999,,0.144,0.126318856,N Atlantic,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1951,,11171.892,,85562061,2833.876,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1952,,8468.551,,80114579,10114.007,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1953,,25495.327,,155508874,0,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1954,,67278.248,,809708527,1661.238,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1955,,73727.374,,140539302,635.179,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1956,,15135.202,,140525419,77442.997,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1957,,5305.19,,115377152,21596.091,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1958,,4627.53,,82076713,11091.205,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1959,,10101.412,,198232160,6889.251,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1960,,15275.276,,71860506,0,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1961,,27800.924,,280407821,635.179,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1962,,37250.801,,365314460,7768.73,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1963,,29146.164,,264078077,14706.84,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1964,,11139.22,,177788227,28778.502,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1965,,2659.489,,127504393,35472.313,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1966,,4307.527,,138361549,2980.456,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1967,,4379.997,,45278519,488.599,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1968,,4602.563,,46625990,0,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1969,,6175.408,,69030875,0,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1970,,9923.915,,82606013,0,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1971,,15547.776,,145772937,0,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1972,,22822.167,,184482755,3957.655,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1973,,31821.931,,272106489,7377.85,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1974,,38496.114,,244918111,6254.072,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1975,,39393.79,,250340191,7671.01,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1976,,33539.833,,86605303,14022.801,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1977,,27235.763,,101538250,12654.723,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1978,,23107.18,,138210025,11726.384,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1979,,32331.943,,75697934,7964.169,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1980,,71489.323,,1072288199,3420.195,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1981,,69236.268,,185048681,5570.033,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1982,,53179.638,,83133837,3713.355,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1983,,47025.548,,80404041,5716.612,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1984,,48298.55,,441803686,4495.114,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1985,,45295.134,,235269011,6058.632,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1986,,36965.672,,68137976,3469.055,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1987,,35687.862,,90543452,2003.257,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1988,,49863.75,,564715689,0,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1989,,49261.224,,300436466,1416.938,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1990,,34179.839,,121755340,6644.951,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1991,,25475.167,,72150853,4446.254,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1992,,28398.352,,335045388,2589.577,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1993,,17518.309,,34081394,2638.436,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1994,,11814.331,,23879955,537.459,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1995,,13537.272,,76856369,0,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1996,,17285.606,,235809831,0,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1997,,24259.921,,223569464,0,,,,N Pacific,E
HERRHG,Pacific herring,Pacific herring Haida Gwaii,Clupea pallasii,1998,,25532.807,,580895091,1514.658,,,,N Pacific,E
